date,segment,sales
14-08-2013,Corporate,118.44
22-10-2013,Home Office,318.18
4/11/2011,Consumer,141.44
11/12/2014,Consumer,284.19048
2/4/2014,Home Office,359.64
29-06-2012,Corporate,292.95
31-05-2012,Corporate,121.8
3/2/2014,Consumer,428.706
29-09-2012,Home Office,168.81
8/11/2013,Corporate,143.52
21-03-2012,Consumer,295.456
2/7/2013,Home Office,75.06
10/7/2012,Corporate,298.8
21-06-2014,Consumer,429.12
9/10/2012,Corporate,285.20844
11/9/2014,Home Office,96.6
17-02-2014,Consumer,111.12
30-08-2013,Corporate,253.8
29-08-2013,Consumer,203.16
6/9/2013,Consumer,86.058
25-07-2012,Consumer,175.8
22-03-2013,Home Office,135.48
16-12-2013,Corporate,658.24
9/9/2013,Home Office,256.74
28-04-2012,Corporate,224.937
22-05-2013,Consumer,174.12
12/5/2014,Consumer,211.62
20-08-2014,Consumer,153.24
31-12-2012,Corporate,391.0164
13-06-2013,Consumer,249.12
4/10/2011,Home Office,292.68
8/11/2012,Corporate,311.58
25-01-2014,Consumer,185.46
13-11-2012,Consumer,377.97
18-03-2013,Consumer,84.784
3/9/2013,Consumer,347.88
4/9/2012,Consumer,274.8
3/9/2014,Consumer,79.8
12/8/2011,Home Office,327.402
11/12/2012,Corporate,333.42
2/7/2014,Home Office,299.85
13-01-2014,Consumer,365.52
21-09-2011,Home Office,61.44
6/9/2011,Consumer,282.948
7/8/2012,Consumer,227.8314
5/12/2014,Corporate,239.96
9/2/2012,Consumer,479.952
24-06-2011,Consumer,391.86
10/4/2013,Home Office,124.14
7/2/2014,Home Office,82.08
9/12/2011,Consumer,235.332
8/11/2012,Corporate,344.034
31-12-2012,Corporate,88.2
23-09-2014,Corporate,219.84
5/9/2011,Consumer,264.32
2/4/2013,Corporate,90.558
18-12-2013,Consumer,1105.76
11/10/2014,Consumer,303.912
2/9/2011,Consumer,80.1
30-05-2014,Consumer,193.104
6/11/2013,Consumer,89.97
28-12-2011,Corporate,138.456
1/7/2013,Consumer,255.45
17-09-2014,Consumer,177.48
13-11-2014,Home Office,236.7
11/9/2013,Consumer,57.12
3/3/2014,Consumer,199.08
14-10-2013,Corporate,329.1
6/6/2014,Home Office,475.794
25-11-2013,Home Office,339.92
28-06-2014,Corporate,49.47
13-02-2014,Home Office,248.292
31-01-2011,Consumer,333.9
19-10-2012,Consumer,444.88
22-06-2011,Corporate,353.76
12/12/2012,Corporate,200.64
22-04-2011,Corporate,401.646
20-12-2011,Home Office,122.48
14-10-2011,Consumer,79.45
24-12-2013,Home Office,1499.97
23-07-2012,Home Office,122.49
5/3/2013,Home Office,319.984
15-10-2013,Home Office,222.624
15-06-2012,Corporate,134.64
11/7/2012,Consumer,344.61
11/12/2014,Corporate,220.2156
27-02-2013,Corporate,106.02
26-09-2012,Corporate,263.96
16-12-2014,Consumer,89.73
28-11-2014,Consumer,245.13
25-02-2014,Consumer,198.024
26-12-2014,Consumer,191.984
6/8/2013,Consumer,172.224
20-08-2012,Consumer,123.12
4/3/2014,Corporate,227.8872
26-06-2012,Consumer,202.0635
23-05-2014,Corporate,396.9
14-06-2011,Corporate,93.048
6/8/2013,Home Office,221.85
22-11-2013,Corporate,275.7
22-07-2013,Consumer,102.675
28-07-2014,Corporate,52.08
15-07-2014,Home Office,76.05
1/12/2014,Consumer,500.22
27-03-2014,Consumer,257.568
17-12-2012,Consumer,135.984
12/3/2013,Home Office,172.62
29-05-2013,Consumer,145.68
11/4/2012,Consumer,392.4
11/11/2013,Consumer,182.385
6/2/2013,Consumer,313.5204
21-09-2012,Consumer,103.68
1/2/2012,Consumer,192.88
3/12/2011,Consumer,74.64
16-12-2013,Home Office,153.657
13-11-2014,Corporate,562.68
16-09-2013,Home Office,421.7
26-01-2012,Consumer,141.12
3/9/2014,Corporate,379.87872
6/3/2014,Consumer,339.36
26-05-2011,Consumer,254.934
20-08-2014,Home Office,412.02
2/10/2014,Corporate,110.3103
11/11/2014,Corporate,95.994
24-12-2013,Corporate,287.88
21-05-2014,Consumer,245.13
14-06-2013,Home Office,196.8
1/2/2011,Corporate,139.65
18-03-2011,Corporate,175.824
26-06-2013,Consumer,293.7
28-06-2013,Consumer,192.2382
5/11/2014,Home Office,56.7
20-11-2014,Consumer,233.058
11/4/2014,Home Office,286.15
7/12/2013,Home Office,271.96
4/5/2013,Corporate,170.34
27-08-2012,Consumer,192.618
3/11/2014,Consumer,209.088
22-10-2014,Consumer,291.456
14-10-2011,Corporate,385.2
3/11/2011,Consumer,244.2069
14-03-2012,Corporate,263.73
21-12-2011,Consumer,572.16
31-12-2014,Corporate,245.16
14-08-2013,Consumer,57.06
5/5/2014,Corporate,183.96
21-01-2014,Corporate,108.6
13-11-2014,Consumer,151.01892
30-08-2014,Consumer,142.68
20-09-2013,Consumer,117.525
11/5/2012,Corporate,289.8
4/12/2013,Corporate,136.59
21-10-2014,Consumer,99.3
19-12-2011,Home Office,304.2
5/6/2014,Home Office,356.508
30-01-2011,Consumer,191.034
8/12/2014,Consumer,201.312
1/10/2014,Home Office,350.37784
15-12-2014,Consumer,115.02
9/8/2012,Consumer,94.5
30-04-2014,Consumer,143.475
29-03-2014,Home Office,193.32
25-03-2014,Corporate,221.92
6/2/2013,Corporate,132.224
12/5/2011,Corporate,232.2
8/12/2014,Consumer,244.728
23-12-2011,Consumer,117.03
22-06-2012,Consumer,224.82
24-09-2011,Corporate,198.84
15-11-2013,Consumer,80.46
11/6/2013,Consumer,127.28
3/1/2012,Home Office,116.22
6/6/2012,Consumer,151.56
3/10/2014,Consumer,157.74
22-12-2014,Consumer,71
6/2/2014,Corporate,164.2
19-03-2012,Home Office,268.512
15-11-2014,Consumer,133.02
22-12-2011,Consumer,121.2
21-10-2014,Corporate,284.364
22-11-2014,Corporate,108.84
15-09-2014,Consumer,162.84
22-02-2012,Consumer,204.96
6/3/2012,Consumer,141.912
9/8/2013,Corporate,127.44
15-08-2014,Consumer,119.052
10/10/2014,Corporate,224.98
22-04-2014,Home Office,115.02
10/12/2012,Corporate,141.288
12/1/2012,Consumer,161.109
15-05-2012,Home Office,292.2
20-12-2011,Corporate,331.8
18-03-2014,Corporate,363.68
21-04-2011,Consumer,89.24
3/12/2014,Consumer,238.2
17-10-2014,Consumer,110.16
21-01-2011,Consumer,182.32
24-10-2011,Home Office,144
16-07-2014,Consumer,718.97916
20-02-2013,Home Office,428.544
22-08-2014,Corporate,135.84
4/10/2012,Corporate,226.608
13-08-2012,Home Office,218.16
2/10/2013,Consumer,122.4
11/9/2014,Consumer,336.24
9/12/2011,Home Office,112.32
4/12/2014,Consumer,1114.854
23-11-2011,Consumer,250.4046
30-11-2013,Consumer,93.7236
7/11/2014,Corporate,148.98
25-11-2013,Consumer,88.4
26-08-2014,Consumer,151.98
7/6/2012,Consumer,426.04
25-02-2012,Home Office,131.52
10/3/2014,Home Office,46.08
14-12-2011,Consumer,955.8675
12/12/2013,Home Office,204.984
9/6/2011,Corporate,79.14
8/2/2011,Corporate,64.96
2/11/2011,Corporate,136.68
24-05-2013,Consumer,193.68
16-04-2014,Consumer,106.56
25-06-2014,Corporate,58.98
20-09-2014,Corporate,145.98
11/7/2013,Consumer,256.77
5/4/2011,Home Office,55.48
22-06-2011,Consumer,170.058
4/8/2013,Consumer,81.54
21-09-2013,Corporate,58.644
17-06-2014,Consumer,460.08
19-09-2012,Consumer,279.86
31-03-2014,Corporate,308.34
2/6/2014,Home Office,163.92
3/10/2014,Home Office,72.54
11/12/2014,Home Office,241.056
7/12/2013,Consumer,173.448
1/8/2012,Consumer,208.332
2/5/2011,Consumer,161.94
7/9/2014,Consumer,321.03
2/8/2014,Consumer,271.96
2/11/2012,Corporate,80.55
22-12-2012,Home Office,246.78
8/12/2014,Corporate,214.8
19-11-2014,Consumer,159.408
4/11/2013,Consumer,222.44
16-12-2014,Consumer,173.16
3/9/2012,Consumer,145.8
13-01-2012,Corporate,240.669
14-09-2011,Consumer,449.15
8/10/2014,Corporate,174.56
28-06-2013,Corporate,194.4
22-11-2012,Consumer,82.14
26-07-2014,Home Office,165.42
24-05-2011,Corporate,190.512
25-10-2012,Consumer,253.176
3/7/2012,Home Office,126.96
20-07-2013,Consumer,165.24
6/9/2012,Consumer,258.93
15-10-2012,Corporate,623.43
19-10-2011,Home Office,519.3
25-03-2014,Consumer,271.764
4/5/2013,Consumer,224.937
11/10/2011,Consumer,242.8
11/12/2013,Consumer,391.86
10/6/2014,Consumer,138.45
7/5/2013,Corporate,89.4906
28-03-2014,Consumer,206.1
20-08-2014,Consumer,321.3
27-12-2014,Consumer,269.088
5/12/2011,Consumer,125.856
4/2/2014,Consumer,170.24
7/6/2013,Consumer,153.42
7/6/2011,Home Office,205.524
2/12/2014,Consumer,330.12
29-05-2014,Consumer,763.92
20-08-2012,Consumer,726.39
15-02-2013,Corporate,108.405
26-12-2011,Corporate,185.472
30-05-2011,Consumer,231.936
30-10-2014,Consumer,279.72
2/11/2013,Consumer,232.2
14-08-2014,Consumer,243.8424
5/9/2012,Consumer,130.44
11/6/2013,Corporate,248.64
10/6/2014,Corporate,336.393
9/8/2011,Corporate,502.92
22-01-2011,Corporate,202.2
28-08-2012,Consumer,492.42
6/8/2014,Consumer,239.28
20-11-2014,Home Office,78.3
25-11-2014,Consumer,220.56
9/6/2011,Consumer,259.146
23-12-2011,Consumer,279.576
24-06-2012,Home Office,188.192
22-01-2014,Consumer,259.248
7/11/2012,Home Office,124.32
25-01-2014,Consumer,771.39
3/9/2014,Consumer,742.59
15-11-2012,Corporate,70.95
30-03-2012,Consumer,49.26
16-10-2014,Consumer,201.14
3/12/2012,Consumer,270.3
11/8/2011,Consumer,303.66
4/10/2014,Consumer,180.6
24-10-2014,Consumer,169.068
2/1/2013,Consumer,292.8
3/5/2012,Consumer,49.568
19-07-2013,Home Office,284.08
30-09-2014,Consumer,126.9
25-06-2014,Home Office,175.92
11/7/2012,Home Office,102.088
12/11/2014,Consumer,163.2
16-07-2014,Corporate,207.33
7/4/2014,Home Office,175.608
6/9/2013,Consumer,175.68
5/11/2014,Corporate,548.865
22-07-2013,Consumer,338.04
8/3/2013,Consumer,169.95
11/6/2013,Consumer,329.4
7/6/2011,Consumer,145.17
19-12-2013,Home Office,95.04
22-11-2012,Corporate,218.178
3/1/2014,Corporate,216.72
20-12-2011,Corporate,273.48
4/9/2013,Consumer,389.16
8/4/2013,Home Office,260.064
31-12-2012,Home Office,124.29
9/7/2014,Home Office,163.35
31-08-2014,Consumer,86.76
21-10-2011,Home Office,140.192
29-07-2011,Consumer,164.46
19-05-2014,Corporate,238.32
26-10-2011,Consumer,90.18
30-09-2013,Consumer,408.42
12/5/2012,Corporate,37.752
18-06-2014,Home Office,305.3625
14-09-2012,Consumer,247.5
17-12-2012,Corporate,262.86
29-11-2011,Corporate,164.28
8/5/2014,Consumer,383.22
23-04-2013,Corporate,81.2
28-11-2014,Corporate,136.5
31-12-2012,Consumer,152.688
7/2/2014,Consumer,274.68
5/11/2011,Corporate,120.66
28-12-2011,Home Office,73.52
3/11/2014,Consumer,226.4
8/12/2014,Home Office,193.872
22-01-2014,Consumer,86.4
12/10/2011,Corporate,62.64
30-11-2014,Corporate,227.61
8/6/2012,Home Office,283.14
16-04-2014,Consumer,399.52
5/3/2014,Home Office,145.95
22-04-2011,Corporate,98.88
9/12/2013,Consumer,229.2
27-11-2012,Corporate,104.97
28-03-2013,Consumer,292.176
9/8/2014,Consumer,259.605
12/12/2013,Home Office,373.194
1/12/2014,Home Office,407.862
26-08-2014,Consumer,192.16
31-10-2011,Corporate,405.64
1/10/2014,Consumer,164.88
15-09-2014,Home Office,70.98
9/12/2014,Corporate,243
26-09-2013,Corporate,81.69
23-08-2011,Consumer,199.344
3/7/2013,Consumer,105.6
8/1/2014,Consumer,98.8875
4/10/2011,Consumer,95.648
20-06-2012,Corporate,125.976
26-05-2012,Consumer,107.1
8/12/2011,Home Office,420.81732
13-12-2012,Consumer,79.506
5/8/2011,Corporate,135.99
30-08-2013,Corporate,556.3
18-06-2011,Consumer,234.2
21-11-2012,Consumer,55.62
7/1/2013,Consumer,328.698
7/5/2014,Consumer,122.12
8/11/2012,Corporate,145.356
10/12/2014,Corporate,170.92
16-08-2011,Corporate,268.32
25-08-2013,Consumer,87.84
3/7/2013,Corporate,211.293
22-01-2013,Home Office,110.376
23-10-2012,Corporate,445.6
24-12-2013,Corporate,262.956
29-10-2014,Consumer,131.4876
5/5/2014,Consumer,99.954
25-04-2012,Consumer,128.058
14-04-2014,Corporate,58.83
1/8/2013,Consumer,283.14
2/8/2013,Corporate,45.75
17-06-2013,Home Office,58.05
3/6/2013,Home Office,258.72
17-07-2014,Consumer,78.327
30-10-2013,Consumer,104.112
16-04-2013,Home Office,143.7
22-10-2014,Consumer,329.988
12/8/2013,Consumer,108
17-12-2013,Corporate,173.17296
7/6/2013,Consumer,211.89
8/3/2012,Home Office,132.288
29-05-2013,Corporate,193.158
20-05-2012,Consumer,163.136
31-12-2011,Home Office,195.64
14-11-2013,Home Office,152.04
25-02-2011,Home Office,97.74
17-06-2011,Corporate,131.74
8/9/2014,Consumer,73.152
17-04-2014,Consumer,246.3
15-04-2013,Corporate,286.008
7/4/2014,Consumer,247.212
20-09-2013,Corporate,108.3393
19-10-2011,Home Office,321.552
2/10/2014,Home Office,246.21
10/12/2014,Corporate,301.77
29-01-2011,Consumer,369.468
24-12-2012,Corporate,116.544
10/1/2012,Consumer,193.18
23-12-2014,Consumer,192.78
4/3/2014,Consumer,155.34
26-08-2013,Consumer,388.62
1/9/2012,Consumer,243.54
8/8/2014,Home Office,138.693
8/11/2013,Consumer,188.192
18-05-2012,Consumer,296.55
30-06-2012,Consumer,241.488
13-02-2013,Consumer,724.8
20-03-2014,Corporate,80.64
18-11-2013,Consumer,177.69
21-09-2012,Consumer,200.16
17-06-2011,Corporate,210.24
30-07-2013,Consumer,196.8
25-03-2013,Consumer,51.63
11/11/2014,Home Office,141.4
12/7/2011,Consumer,191.31
19-11-2012,Consumer,163.968
4/1/2012,Consumer,183.6
27-01-2014,Consumer,333.48
9/11/2012,Home Office,254.94
19-10-2011,Home Office,109.152
21-02-2011,Consumer,183.951
31-01-2014,Corporate,89.76
6/2/2013,Consumer,170.1168
7/3/2014,Consumer,161.352
3/9/2013,Consumer,249.84
12/10/2013,Corporate,129.12
11/6/2013,Consumer,126.75
11/4/2014,Corporate,138.51
14-12-2011,Corporate,254.34
9/4/2014,Consumer,262.872
3/5/2013,Corporate,214.7
20-12-2012,Consumer,298.62
6/3/2013,Corporate,230.04
31-10-2013,Consumer,164.32
30-12-2014,Corporate,166.12
24-06-2014,Consumer,127.1
27-06-2014,Corporate,186.69
28-02-2011,Home Office,119.5425
22-08-2014,Home Office,97.68
14-07-2014,Consumer,170.64
12/1/2011,Home Office,290.1
19-05-2014,Corporate,220.644
24-11-2013,Corporate,70.448
26-01-2014,Home Office,132.48
5/3/2013,Home Office,289.32
20-04-2012,Corporate,201.5775
29-06-2012,Consumer,118.44
4/8/2011,Consumer,247.44
18-09-2012,Home Office,456.42948
18-04-2013,Consumer,126.88
15-03-2013,Consumer,145.544
25-01-2011,Consumer,147.582
5/8/2014,Corporate,314.22
12/5/2012,Consumer,170.04
17-08-2013,Corporate,111.72
5/12/2014,Corporate,147.63
21-08-2014,Corporate,129.1224
5/9/2011,Consumer,264.9942
29-06-2012,Consumer,146.88
17-01-2013,Home Office,371.97
28-01-2012,Consumer,75.96
10/10/2012,Consumer,297.09
7/10/2014,Corporate,110.12
21-07-2011,Corporate,146.064
30-04-2014,Consumer,148.014
31-01-2013,Consumer,149.526
27-08-2014,Consumer,184.0902
15-08-2013,Corporate,145.728
8/8/2013,Consumer,84.96
5/11/2014,Consumer,201.96
31-07-2013,Consumer,487.2285
15-12-2014,Consumer,48.789
4/10/2013,Home Office,90.96
6/12/2014,Consumer,92.94
7/7/2011,Consumer,172.186
29-10-2012,Corporate,210.84
12/5/2011,Corporate,174.66
3/12/2012,Consumer,44.1
5/10/2013,Consumer,321.636
29-09-2012,Corporate,72
3/7/2013,Corporate,195.184
3/9/2014,Corporate,193.8
4/12/2014,Consumer,138.48
3/6/2013,Corporate,132.336
19-10-2014,Consumer,174.42
12/12/2013,Corporate,302.376
24-04-2013,Consumer,124.32
6/9/2011,Corporate,319.842
6/10/2014,Consumer,136.404
9/8/2013,Consumer,53.952
12/2/2011,Consumer,332.94
14-05-2012,Home Office,187.92
17-01-2013,Corporate,95.712
22-06-2011,Home Office,182.214
15-05-2014,Corporate,120.288
5/7/2011,Consumer,324.06
17-12-2012,Consumer,56.448
29-08-2013,Home Office,125.4045
12/8/2013,Consumer,173.46
16-02-2013,Consumer,211.68
25-11-2013,Consumer,94.992
23-08-2011,Consumer,223.056
28-11-2014,Consumer,184.76
23-08-2013,Consumer,83.4
28-02-2014,Consumer,92.556
24-06-2013,Corporate,269.22
12/2/2013,Consumer,241.65
21-12-2014,Corporate,279.9
8/1/2013,Corporate,97.2
23-07-2013,Consumer,235.32
26-08-2013,Consumer,250.72
2/11/2013,Home Office,158.58
10/2/2014,Corporate,79.29
20-08-2013,Consumer,245.052
20-04-2013,Home Office,166.68
13-12-2011,Consumer,72.09
31-05-2014,Home Office,156.792
6/5/2014,Corporate,228.36
6/9/2012,Consumer,238.448
2/4/2011,Home Office,153.52452
30-08-2013,Consumer,373.896
8/6/2012,Consumer,148.5
30-07-2012,Corporate,238.464
19-06-2014,Home Office,492.12
5/4/2013,Consumer,52.92
10/6/2013,Consumer,258.96
30-10-2013,Consumer,513.45104
7/10/2013,Consumer,688.73976
4/9/2012,Corporate,228.6
17-10-2014,Corporate,287.1
30-11-2013,Consumer,254.16
17-09-2011,Consumer,182.94
7/10/2013,Consumer,98.04
3/9/2014,Consumer,102.84
18-11-2013,Corporate,165.9
7/5/2014,Corporate,297.84
15-04-2011,Consumer,261.24
29-05-2012,Corporate,191.88
6/7/2013,Consumer,416.64
10/8/2012,Consumer,192.1284
28-11-2011,Consumer,191.28
12/6/2013,Consumer,123.543
14-08-2014,Home Office,124.92
26-11-2014,Corporate,338.7
27-12-2013,Corporate,212.94
13-03-2013,Corporate,676.55
8/9/2014,Corporate,310.24
7/10/2014,Home Office,333.66
6/1/2014,Consumer,148.014
5/1/2012,Consumer,373.248
23-08-2011,Consumer,261.78
26-12-2014,Consumer,178.884
17-10-2012,Consumer,77.88
3/2/2014,Corporate,210.58
30-06-2014,Home Office,105.84
6/12/2014,Corporate,134.16
23-11-2014,Corporate,497.64
19-04-2011,Consumer,132.03
24-11-2011,Corporate,197.58
23-09-2013,Home Office,85.92
9/11/2013,Home Office,94.86
12/11/2013,Consumer,357.102
15-10-2014,Consumer,88.44
10/2/2014,Consumer,160.992
21-01-2011,Consumer,495.42
27-05-2013,Home Office,101.4
29-10-2012,Corporate,254.85
24-11-2011,Consumer,120.712
8/7/2014,Corporate,252
19-10-2013,Consumer,307.92
16-12-2014,Consumer,196.776
9/3/2012,Consumer,197.94
16-12-2014,Corporate,260.793
16-05-2013,Consumer,96.78
23-06-2012,Consumer,190.269
11/9/2014,Corporate,172.08
10/12/2013,Consumer,273.915
6/1/2014,Corporate,418.7682
26-12-2011,Consumer,191.88
6/5/2011,Home Office,435.99
12/3/2014,Consumer,279.72
4/9/2012,Consumer,274.32
28-08-2012,Home Office,136.701
8/8/2011,Consumer,155.456
5/4/2013,Home Office,272.28
22-07-2014,Consumer,71.928
12/9/2014,Corporate,228.24
9/7/2014,Consumer,263.31
10/11/2011,Home Office,318.2
23-12-2013,Home Office,154.98
23-10-2012,Consumer,148.32
2/1/2012,Corporate,293.88
27-12-2011,Consumer,52.98
7/9/2011,Home Office,711.84
21-06-2012,Home Office,212.22
21-02-2012,Consumer,157.464
14-08-2013,Consumer,73.44
13-08-2012,Consumer,86.4
29-03-2012,Consumer,160.416
21-08-2012,Corporate,171.99
25-08-2012,Home Office,70.308
29-03-2012,Consumer,55.8
3/9/2014,Consumer,207.36
28-11-2014,Home Office,195.84
19-06-2012,Consumer,138.105
23-09-2011,Consumer,71.118
6/9/2011,Home Office,193.41
12/12/2013,Consumer,119.52
27-08-2014,Corporate,154.413
10/8/2012,Consumer,244.35
18-01-2011,Corporate,108.24
12/12/2013,Corporate,316
30-12-2014,Corporate,209.7
3/8/2011,Consumer,262.86
7/3/2014,Consumer,110.48
24-07-2013,Consumer,272.16
15-04-2013,Corporate,89.127
17-10-2012,Corporate,140.664
19-09-2013,Corporate,244.74
27-06-2011,Home Office,131.64
27-12-2014,Corporate,177.3
29-05-2013,Consumer,131.6
20-05-2013,Corporate,284.37012
10/9/2014,Consumer,55.296
20-10-2012,Consumer,773.865
19-06-2012,Consumer,153.09
7/12/2012,Consumer,283.92
11/4/2011,Consumer,217.44
23-01-2014,Consumer,227.1
7/8/2013,Consumer,162.54
6/12/2012,Consumer,182.898
23-12-2011,Corporate,339.6
3/1/2013,Corporate,180.96
7/11/2012,Consumer,287.91
17-03-2011,Corporate,73.2
28-10-2014,Home Office,60.24
7/9/2012,Consumer,87.12
17-12-2011,Consumer,799.83
17-03-2014,Corporate,169.4445
28-04-2014,Consumer,123.92
18-03-2014,Corporate,189.44
13-09-2013,Consumer,181.44
14-08-2014,Corporate,124.7424
10/3/2014,Consumer,125.685
16-07-2014,Corporate,95.1
14-09-2011,Corporate,198.432
31-10-2013,Corporate,215.856
28-11-2013,Consumer,128.88
13-11-2013,Corporate,196.92
26-12-2014,Consumer,1248.912
6/5/2011,Corporate,47.6
25-07-2014,Consumer,179.442
21-08-2013,Home Office,227.853
1/8/2012,Consumer,153.81
29-06-2011,Consumer,110.5062
31-05-2011,Corporate,635.6262
23-01-2012,Consumer,159.894
24-09-2014,Corporate,568.332
8/12/2011,Home Office,257.094
19-08-2013,Consumer,461.106
14-12-2011,Corporate,142.803
31-05-2012,Home Office,299.1
17-09-2013,Consumer,196.98
24-09-2013,Consumer,515.7
19-09-2012,Consumer,124.32
10/6/2014,Consumer,194.8
21-06-2012,Corporate,678.592
31-12-2013,Consumer,117.66
24-06-2011,Consumer,204.63
13-06-2014,Consumer,182.4048
20-10-2012,Corporate,239.97
9/4/2014,Home Office,168.12
3/10/2012,Consumer,172.08
27-12-2011,Consumer,251.0676
4/3/2014,Consumer,90.981
2/7/2012,Corporate,159.84
26-11-2013,Consumer,211.2
14-11-2014,Corporate,88.06
10/9/2012,Home Office,69.84
19-01-2012,Home Office,227.4315
24-09-2014,Consumer,549.54
9/9/2014,Corporate,116.832
5/6/2013,Corporate,166.89
12/12/2014,Corporate,237.072
2/9/2012,Corporate,216.99
30-01-2013,Home Office,315.36
2/9/2014,Home Office,213.84
9/10/2013,Home Office,138.4
24-09-2013,Consumer,207.36
7/12/2013,Consumer,157.86
